ticker,as_of,float_M,os_M,confidence,basis,computed_at,note
NXTC,2025-07-24,2.41,2.68,med,"multidoc; 1:12 r-split Jul-14-2025; pre-split O/S=28,006,684+4,063,633 PIPE=32,070,317; post-split O/S=2,676,152 (S-3 Jul-18); D&O real post-split=38.9K; excl Sofinnova 222.7K (13D, board nominee Kabakoff); float=2.41M",2026-06-24T18:27:23,"1:12 reverse split Jul-14; PIPE 4,063,633 pre-split (Simcere Zaiming, passive, no board seat kept); Sofinnova 13D excluded (board nominee); DT os_M=3.61 diverges from SEC 2.68M"
AEHR,2025-08-25,28.38,29.88,high,normal; DEF14A 2024-09-11; D&O group ex-options ~1.50M; O/S from 10-K 2025-07-28,2026-06-24T18:27:23,10-K updated O/S from 29.77M; no split/offering post 10-K
AEO,2025-08-04,,196.43,high,normal; DEF14A 2025-05-15; D&O group 11.83M real; O/S from 10-Q 2025-06-05 (May 3),2026-06-24T18:27:23,float>>20M; no control >20% non-passive holder; Schottenstein 11.14M=5.7%
AIP,2025-08-04,,41.98,high,normal; DEF14A 2025-04-23; D&O group real 11.63M (Bayview LLC=CEO Janac incl); O/S from 10-Q 2025-05-13 cover 41.98M,2026-06-24T18:27:23,Bayview LLC is CEO-controlled; D&O actual ex-options=11.63M; float ~30.4M >>20M
SER,2025-07-14,5.42,9.97,high,carried from 2025-06-10; no intervening O/S change,2026-06-24T18:27:23,8-K 2025-07-01 was Reg FD press release only
SQFT,2025-07-14,10.60,12.83,high,carried from 2025-06-30; no intervening O/S change,2026-06-24T18:27:23,8-K 2025-07-09 was press release only
SRPT,2025-07-28,,98.25,high,"normal; O/S 98,254,898 from 10-Q 2025-05-06",2026-06-24T18:27:23,D&O ex-options 4.27M; float ~93.98M clearly above 20M; BlackRock/Vanguard/Capital passive 13G
ALTS,2025-08-11,19.46,20.14,med,multidoc; pre-offering; DEF14A 2024-11-05; D&O real 0.69M; O/S from S-3/A 2025-07-31 as-of July 29,2026-06-24T18:27:23,100M share registered offering + 1M private announced Aug 11; delivery expected Aug 12; pre-offering O/S used
SRTS,2025-07-24,14.98,16.45,high,"normal; O/S 16,445,036 10-Q 2025-05-15; D&O group 1,469,601 all RSAs no options; Solot 13G passive kept",2026-06-24T18:27:23,"D&O ex-options=1,469,601; float=16,445,036-1,469,601=14,975,435"
TGEN,2025-07-02,22.90,24.99,high,"normal; O/S 24,985,261 10-Q 2025-05-13; D&O ex-options 2,083,852",2026-06-24T18:27:23,Hatsopoulos trusts (Pacheco/Daphne/Bass) not excluded - no board seats; Natsis 6.91% not excluded
ALTS,2025-08-13,,121.61,high,multidoc; post 100M-share registered offering + 1M private closed Aug 12; DEF14A 2024-11-05 D&O real 0.69M; O/S from 424B5 2025-08-11 post-offering count 121609376,2026-06-24T18:27:23,float >>20M; 99M pre-funded warrants NOT yet issued (need authorized share increase)
TGEN,2025-07-18,26.40,28.49,high,"multidoc; O/S 28,485,261 after underwritten offering 3.5M shares 2025-07-18 8-K",2026-06-24T18:27:23,"DEF14A D&O ex-options 2,083,852 unchanged; new offering public shares added to float"
TRNR,2025-07-01,1.36,1.36,med,"normal; O/S 1,361,663 from S-3 2025-06-27 post 1-for-10 reverse split June 27 2025",2026-06-24T18:27:23,"D&O ~34 shares (proxy 33,605 adjusted for 1:100 Nov2024 and 1:10 Jun2025 splits); float~=OS"
ALTS,2025-08-22,,121.61,high,multidoc; carried from 2025-08-13; no new O/S filing post Aug 13,2026-06-24T18:27:23,"13G passive holders filed Aug 18-26 (institutional, no O/S change)"
SNES,2025-07-22,3.51,3.51,high,"normal; O/S 3,506,399 from 424B3 2025-07-18; D&O real shares=177; Lind/PFS 13G passive kept",2026-06-24T18:27:23,ATM+warrant exercises drove O/S from 1.78M to 3.51M; D&O ex-options 177 shares
SRM,2025-07-16,13.66,17.24,med,"normal; O/S 17,243,610 10-Q 2025-05-08; exclude D&O ex-options 1,236,388 + Safety Shot 2,347,142 (control affiliate)",2026-06-24T18:27:23,Series B Preferred (converts to 200M common) not yet converted at July 16; PRE 14C filed July 7 requires 20+ day wait; Safety Shot ~13.6% control affiliate
ALTS,2025-08-28,,121.61,high,multidoc; carried from 2025-08-13; no new O/S filing between Aug 13-28,2026-06-24T18:27:23,same post-offering O/S; 13G passive holders only
RCAT,2025-07-14,83.81,97.36,med,multidoc: proxy Apr28 D&O ex-opts 13.56M excl; 10-Q May14 os=90.92M + June18 8-K +6.45M new shares=97.36M; no >5% non-D&O holder,2026-06-24T18:27:23,"offering 6,448,276 shares June 18 2025; D&O ex-opts ~13.6M; float=97.36-13.56=83.80M"
REPL,2025-07-21,,77.81,med,"multidoc: 10-K May22 os=77.09M; July 2025 proxy (rec date July16) os=77,807,174; Baker Bros 11.05M excl (board seat); D&O group real ~2.5M est; passive: TRP 9.88M+Redmile 4.9M+BLK 4.54M+Forbion 4.22M KEPT; float>20M",2026-06-24T18:27:23,clearly >20M float; Baker Bros has board seat so excluded
AMPG,2025-08-14,17.57,20.57,med,normal; DEF14A 2024-10-21; D&O real ex-options ~3.01M (CEO Maqbool 2.66M+others); O/S from 10-Q 2025-08-14 20573595,2026-06-24T18:27:23,proxy stale 297d; O/S grew 11.09M->20.57M via ATM/offerings; Bard Assoc 2.07M (13G passive); CEO ~12.9% not >20%
REPL,2025-07-30,,77.81,med,"multidoc: July 2025 proxy (rec date July16 os=77,807,174) valid for Jul30; Baker Bros 11.05M excl board seat; D&O real ~2.5M; passive TRP/Redmile/BLK/Forbion kept; float>20M",2026-06-24T18:27:23,same proxy as Jul21; no new issuance 8-K between Jul16-30
MBX,2025-07-23,15.27,33.42,high,"DEF14A 2025-04-23: D&O group ex-options 18,152,885 of OS 33,421,525 (10-Q 2025-05-12); no new filing/offering between proxy and as_of",2026-06-24T18:27:23,DT os=47.6 reflects Sep-2025 secondary offering not yet done at as_of
RGTI,2025-07-16,288.8,290.32,high,carried from 2025-05-22; no intervening O/S change; ATM program established May29 but no documented sales 8-K; 10-Q os=290.32M; D&O 5.66M excl,2026-06-24T18:27:23,carried from 2025-05-22; no intervening O/S change
TTNP,2025-07-29,1.33,1.33,high,"DEF14A-goprivate: O/S=1,330,234; D&O real 3,313 (Ben-Tzvi excl-opts); excl Hau 241,531 (13D ctrl), Chung/Sire 150,087 (ctrl entity), Blue Harbour/Yeoh 265,913 (PIPE ctrl 19.9%); public stockholders=1,326,921",2026-06-24T18:27:23,"DEFM14A July 22 2025; proxy states 1,326,921 public stockholders directly"
MBX,2025-07-25,15.27,33.42,high,"DEF14A 2025-04-23: D&O group ex-options 18,152,885 of OS 33,421,525 (10-Q 2025-05-12); no new filing/offering between proxy and as_of",2026-06-24T18:27:23,carried from 2025-07-23; no intervening O/S change
MCRB,2025-07-14,5.98,8.65,high,carried from 2025-06-30; no intervening O/S change,2026-06-24T18:27:23,only Form-4s and 13G/A between 2025-06-30 and 2025-07-14; OS unchanged
TZUP,2025-07-14,8.71,9.68,med,"multidoc: O/S=9,677,720 (S-3 July 9 post July7 preferred offering); excl D&O real common post-Steele sale: Steele 604,780+Haag 300,101+Dietrich 26,740+Massey 10,592+Dickman 21,710=963,923; passive 13G holders American Ventures 1.24M+Valkyrie 1.07M+Lupinelli 1.40M kept",2026-06-24T18:27:23,"New issuance July 7; Steele sold 2.5M shares to new investors; new 13G filers confirm 9,677,720 O/S as of July 7"
RILYT,2025-07-01,10.64,10.64,med,"baby bond: B. Riley 6.00% Senior Notes due Jan 2028; outstanding principal 66.058M / 5par = 10.64M units from 10-Q Sep30 2024; all units publicly traded, 100% float; no equity insider exclusion",2026-06-24T18:27:23,"exchange-listed notes ticker RILYT; units = face/5; latest actual 10-Q Sep2024 (NT 10-Q filed for Q1 2025, stale)"
RILYZ,2025-07-01,16.22,16.22,med,"baby bond: B. Riley 5.25% Senior Notes due Aug 2028; outstanding principal 05.483M / 5par = 16.22M units from 10-Q Sep30 2024; all units publicly traded, 100% float; no equity insider exclusion",2026-06-24T18:27:23,exchange-listed notes ticker RILYZ; units = face/5; latest actual 10-Q Sep2024 (NT 10-Q for Q1 2025)
MEIP,2025-07-17,4.75,6.66,med,"DEF14A 2024-12-20 OS 6,662,857; excl Anson 13D 1,093,188 + Cable Car 13D 611,440 + D&O group ~207,881 (3.12%); Vanguard (passive 13G) kept",2026-06-24T18:27:23,DT not found; 10-Q shows 6663 shares in-thousands = 6.663M; Anson/Cable Car are 13D activist filers
UMAC,2025-07-11,13.80,15.30,high,"normal: O/S=15,297,018 (10-Q May8 15,122,018 + July7 175,000 restricted stock to Evans entity); excl D&O group real 1,497,269: Evans entity 728,650+Hoff 293,000+Thompson 359,087+Rich 45,435+Lowry 33,135+Colon 37,962; Holmes 362,500 (5.86%) kept passive",2026-06-24T18:27:23,"July 7 8-K: Evans got 175,000 restricted common stock; RSUs to Hoff/Camden not yet shares; float unchanged"
MEIP,2025-07-18,4.75,6.66,med,"carried from 2025-07-17; DEF14A 2024-12-20 OS 6,662,857; excl Anson 13D 1,093,188 + Cable Car 13D 611,440 + D&O group ~207,881",2026-06-24T18:27:23,Form-4s only between Jul 17-18; OS unchanged
RMNI,2025-07-10,54.19,91.79,med,"normal: proxy Apr30 os=91,773,231; 10-Q Apr29 os~91,785K; D&O real ex-opts ~37.6M (incl Adams St 23.86M via Murray board seat); no other >5% non-passive; float=91.79-37.6=54.19M",2026-06-24T18:27:23,Adams St Partners 23.86M excl via board seat director Murray; Conifer 5.91M+127Capital 6.92M passive/no board seat kept
MEIP,2025-07-21,4.75,6.66,med,"carried from 2025-07-17; DEF14A 2024-12-20 OS 6,662,857; excl Anson 13D 1,093,188 + Cable Car 13D 611,440 + D&O group ~207,881",2026-06-24T18:27:23,Form-4s only between Jul 17-21; OS unchanged
UPXI,2025-07-10,37.43,37.92,med,"multidoc: O/S=37,915,331 (424B3 June23 post April20 PIPE 35,970,383 shares to 70+ institutional investors); excl D&O real: Marshall 309,062+Salkind 131,579+Norstrud 15,278+Dugan 1,389+Williams 25,000=482,308; all PIPE investors passive/institutional",2026-06-24T18:27:23,massive April 2025 PIPE; EFFECT June 24; no prior records for UPXI
MENS,2025-07-02,2.67,76.03,high,"IPO archetype: 424B4 2025-06-18 offering=2,666,667 ordinary shares; total OS post-IPO=76,027,667 (acc=0001213900-25-055414)",2026-06-24T18:27:23,DT float=2.67 matches exactly; ordinary shares trade directly on Nasdaq (no ADS)
RNAZ,2025-07-23,0.83,0.83,high,"normal: 1-for-28 reverse split May15 2025; post-split os=833,683 (from Jul15 proxy ownership date); D&O own ~799 shares total (<0.1%); no >5% holder; float=os=0.833M; company=TransCode Therapeutics",2026-06-24T18:27:23,"post 1-for-28 reverse split May15 2025; 10-Q Mar31 shows 23,341,336 pre-split then split/28=834K; proxy Jul15 confirms 833,683"
UPXI,2025-07-16,49.89,50.37,med,"multidoc: O/S=50,372,517 (37,915,331 + 12,457,186 from equity offering closed July14); D&O excl same ~482,308; all new shares to institutional investors at .00/share",2026-06-24T18:27:23,"July 14 equity offering closed; 0M gross proceeds; 12,457,186 new shares"
ARCT,2025-08-12,24.3,27.12,high,DEF 14A ownership / 10-Q cover,2026-06-24T18:27:23,"Arcturus Therapeutics, US single-class. O/S 27,120,603. Excl D&O group 4.95M minus ~2.1M options = ~2.85M actual; kept Federated/BlackRock/Sumitomo/ARK/Vanguard (all 13G passive)."
MGRM,2025-07-14,29.73,39.63,med,"multidoc: 10-Q 2025-05-14 common=35,346,518; Series D mandatory conversion effective 2025-07-14 adds 4,284,486 -> OS=39,630,004; excl Sexson 4,006,330 + Unis 3,532,622 + other D&O + Mount Sinai 2,360,304 (affiliate via director)",2026-06-24T18:27:23,proxy stale 248d; D&O group from DEF14A 2024-11-08; DT float=31.33 os=40.63
UPXI,2025-07-18,49.89,50.37,med,"multidoc: O/S=50,372,517 (same as July16); July18 8-K was convertible notes not yet converted to shares; D&O excl ~482,308",2026-06-24T18:27:23,carried from July 16; convertible notes July 18 not yet converted
RSI,2025-07-30,,95.62,med,"multiclass: Class A (listed) os=95,616,494 from 10-Q May1; Class V non-economic excluded; D&O Class A ~7.17M excl; passive BLK 6.23M+Vanguard 7.54M+Divisadero 4.77M kept; float Class A >20M",2026-06-24T18:27:23,RSI: Class A traded; Class V=non-economic voting exchangeable; Bluhm/Schwartz mainly hold Class V; float>20M
UPXI,2025-07-21,53.31,53.79,med,"multidoc: O/S=53,792,462 (per S-1 July21 outstanding prior to offering); additional ~3.4M pre-funded warrants exercised since July16; D&O excl ~482,308",2026-06-24T18:27:23,"S-1 July 21 states 53,792,462 shares outstanding prior to offering"
MHH,2025-07-08,5.02,11.75,med,"DEF14A 2025-04-09 OS 11,753,941; excl D&O group real shares ~4,884,555 (5,177,950 less Cronin options 293,395) + Wadhwani Family Trust 1,850,000 (control affiliate of co-founder)",2026-06-24T18:27:23,"Shaw 1,319,400 and Capital Mgmt 686,251 kept as passive; DT float=4.7 close to our 5.02"
USAR,2025-07-10,55.24,90.99,high,"normal: O/S=90,995,766 (10-Q May9 90,836,766 + July1 8-K 159,000); excl D&O actual common: Blitzer/sponsor 6,250,000+Gutnick/CritMinerals 13,671,026+Smith/Bayshore 15,528,008+Kern+Kronenfeld+Ridge 302,157=35,751,191; Alyeska 9.15M+Newtyn 5.31M passive kept",2026-06-24T18:27:23,"10-Q May9: 90,836,766 common; July1 8-K +159,000 shares; D&O excl real common per proxy footnotes"
VERB,2025-07-28,1.13,1.58,high,"DEF14A 2023-06-30 stale; 13D 2025-07-14 Cutaia(200.9K real)+Geiskopf(200.2K real)+est50K other D&O; O/S 1,577,955 from 13D Jul11",2026-06-24T18:27:23,O/S from Jul-11-2025 13D; D&O est from two 13D filers; stale proxy for remaining ~5 D&O
USAR,2025-07-15,55.24,90.99,high,"carried from 2025-07-10; no intervening O/S change; 424B3 July11 was prospectus supplement only, no new shares",2026-06-24T18:27:23,424B3 July 11 no new issuance; O/S same
XAGE,2025-07-15,0.84,1.00,med,"DEF14A 2025-02-10; 1:30 rev split eff May-12-2025; post-split O/S 1,003,995; D&O ex-options pre-split 4,858,705/30=161,957 post-split; pending merger signed Jul-14 not closed",2026-06-24T18:27:23,"reverse split ratio 1:30; merger signed day before as_of; float=1,003,995-161,957=842K=0.84M"
XCUR,2025-07-03,2.98,6.32,high,"10-K 2025-03-18; O/S 6,317,771; HiTron 3,333,333 (52.8%, control acquiror, 13D); SangSang 433,332 (6.9%, 13G passive kept); DGP 424,612 (6.7%, <20% no board seat kept)",2026-06-24T18:27:23,"float=6,317,771-3,333,333 HiTron=2,984,438=2.98M; HiTron new majority owner from Dec 2024 purchase"
XGN,2025-07-29,15.39,17.64,high,"DEF14A 2025-04-30; 10-Q 2025-07-29 O/S=17,640,328; D&O ex-options=2,253,721; HIG(board seat,9.4%)=1,696,252 in D&O; NMSIC/Tullis/RTW/Lytton all 13G passive kept",2026-06-24T18:27:23,"float=17,640,328-2,253,721=15,386,607=15.39M; S-3 Jun20 registers resale shares only"
XPRO,2025-07-29,,121.09,high,"DEF14A 2025-04-11; 10-Q 2025-07-29 O/S=121.09M (XBRL 121,091 thousands); D&O 2.10M (1.8%); all 5% holders passive (OHA/TRowe/Vanguard/FMR/BlackRock 13G); OHA board seat via Arbeter held for clients, advisory only",2026-06-24T18:27:23,float clearly >20M; XPRO=121.09M O/S Dutch company; float~119M
YHC,2025-07-16,0.45,1.06,med,"DEF14A 2025-05-05 post 1:35 split; O/S~1,064,913 from Leshner 13D Jul14(605,936=56.9%); D&O actual=5,766(6,575-809RSU); Leshner>20% non-passive 13D activist excluded; float=1,064,913-5,766-605,936=453K",2026-06-24T18:27:23,Leshner 13D filed day before as_of declaring control intent; O/S derived from 13D percentage; ATM activity minor; float=0.45M
ZIMV,2025-07-21,26.3,27.85,high,DEF 14A ownership / 10-Q cover,2026-06-24T18:27:23,"ZimVie (Zimmer spin-off), US single-class. O/S 27,847,289. Excl D&O group 1,558,187 (5.41%); widely held, no control block."
OCC,2025-07-07,6.28,8.23,high,DEF14A 2025-02-28 / 10-Q 2025-06-05; D&O group(6) 1.953M ex-options; Weschler 13G passive kept; Goode 1.5% non-D&O kept,2026-06-24T18:27:23,OCC 8.228M os; D&O 1.953M excl; float=6.275M
OCC,2025-07-14,6.28,8.23,high,DEF14A 2025-02-28 / 10-Q 2025-06-05; no intervening O/S change,2026-06-24T18:27:23,carried from 2025-07-07; no new filings between dates
OPXS,2025-07-14,4.72,6.87,high,DEF14A 2025-01-17 / 10-Q 2025-05-13; D&O group(5) 2.156M; 3 passive 13G holders kept,2026-06-24T18:27:23,carried from 2025-06-10; O/S 6.874M unchanged from 6.874M; float=6.874-2.156=4.718M
PDYN,2025-07-17,30.1,33.88,med,"DEF14A 2025-04-22 / 10-Q 2025-05-07; D&O group(11,ex-Peterson) actual 3.79M; Kerber 13D 6.6% below 20% threshold kept; BlackRock 13G kept",2026-06-24T18:27:23,D&O ex-options/warrants: Wolff 1.70M+Garagic 0.13M+Sonne 0.04M+Finn 0.86M+Muta 0.04M+Olson 0.04M+Weibling 0.97M=3.79M; float=33.88-3.79=30.09M
ADN,2025-08-15,2.54,2.64,high,"DEF14A 2024-12-10 + 10-K June2025 ownership; 10-Q Aug12 O/S=2,636,508 (Jun30); D&O actual=98,169(132,747-34,578 options); Gregoriou=212,256 (7.9%,former CEO,<20%,no board seat,kept); float=2,636,508-98,169=2,538,339",2026-06-24T18:27:23,"S-1 Aug18 shows 2,670,286 O/S but that is post as_of; Gregoriou kept as <20% no current board seat"
PENG,2025-07-09,51.02,52.4,high,DEF14A 2025-05-02 / 10-Q 2025-07-08; D&O group(13) 1.382M; all 5%+ holders (BLK/VGD/FMR/STT/Crosslink) passive 13G kept; SK Telecom holds preferred only,2026-06-24T18:27:23,"float=52.401-1.382=51.019M; PENG >20M, scheme of arrangement for reincorporation not yet effective"
PLCE,2025-07-22,8.33,22.17,high,DEF14A 2025-04-17 / 10-Q 2025-06-11 cover June 5; Mithaq Capital 13D 62.2% excluded; D&O group(9) 0.137M excluded; Quinn 13G 5.5% kept,2026-06-24T18:27:23,float=22.168-13.697-0.137=8.334M; DT float 9.44 slight diff due to snap date
ADN,2025-08-21,2.57,2.67,high,"10-K June2025 + S-1 Aug18; O/S=2,670,286 (S-1 Aug18 prior to offering); D&O actual=98,169; float=2,670,286-98,169=2,572,117; S-1 registers Hudson resale shares not new dilution at as_of",2026-06-24T18:27:23,S-1 purchase agreement signed Aug14 no shares yet issued; O/S increase from pre-funded warrant Aug7
PRPO,2025-07-07,1.42,1.49,high,DEF14A 2025-04-30 / 10-Q 2025-05-14; D&O group(11) ex-options/warrants 76.5K; Eklund 13G passive kept,2026-06-24T18:27:23,float=1.494-0.077=1.417M; group total 282K incl 205K options/warrants
QLGN,2025-07-16,1.64,1.64,high,"10-K 2025-06-30 ownership as of May 22 2025; O/S=1,635,475 cover page; D&O group(6)=0 shares; no 5%+ holders; 1:50 reverse split Oct 2024",2026-06-24T18:27:23,float=O/S=1.635M; all D&O own 0 shares per 10-K table
RAIL,2025-07-09,12.52,19.12,low,DEF14A 2025-04-03 / 10-Q 2025-05-05; PIMCO 13D excl partial (non-warrant confirmed 3.09M vs full S-3 16.995M); D&O actual 3.51M excl,2026-06-24T18:27:23,PIMCO warrants vs actual shares ambiguous; full exclusion gives negative float; excluded smaller PIMCO confirmed blocks 3.09M + D&O 3.51M = 6.60M; float=19.12-6.60=12.52M; DT float 14.2M check
XERS,2025-08-07,142.06,149.43,high,normal; D&O group ex-options 7.37M from DEF 14A 2025-04-23; O/S 149.43M from 10-Q 2025-08-07; BlackRock 6.7% passive 13G kept,2026-06-24T18:27:23,No non-passive >20% holder; 8-K 2025-08-07 is earnings only; no issuance/split
YMAB,2025-08-05,38.21,45.30,high,normal; D&O group total 9.39M - options 2.31M = 7.08M ex-options excluded; O/S 45.30M from DEF 14A 2025-05-30 (April 14 record date); all 5% holders are passive 13G filers,2026-06-24T18:27:23,WG Biotech 4.56M included in Johan Wedell-Wedellsborg director count; merger agreement signed 2025-08-04 but no shares changed; company still public on as_of
SERV,2025-08-27,56.75,59.88,high,DEF14A 2025-04-25/10-Q 2025-08-07,2026-06-24T18:27:23,"O/S 59.88M (Aug 5 10-Q cover); D&O group 3.13M excl; Postmates/Uber 5.30M 9.3% kept (13D, <20%, no board seat); float=56.75M"
LINK,2025-08-21,1.64,9.86,high,"LINK: Bronson D&O group 8,227,151 (83.4%) ex-options. O/S 9,864,214 10-Q 2025-08-13.",2026-06-24T18:27:23,carried same O/S and structure as prior 2025-06-27 entry
LINK,2025-08-29,1.64,9.86,high,"LINK: Bronson D&O group 8,227,151 (83.4%) ex-options. O/S 9,864,214 10-Q 2025-08-13.",2026-06-24T18:27:23,carried from 2025-08-21; no intervening O/S change
SHC,2025-08-08,150.00,284.05,high,DEF14A 2025-04-10/10-Q 2025-08-08,2026-06-24T18:27:23,O/S 284.05M (Jul 29 10-Q cover); WP 73.82M+GTCR 49.22M excl (board-seat PE); Petras 9.73M excl (CEO); indiv D&O ~2M; Darsana 20M kept (13G passive); float~150M; clearly >20M
LIVE,2025-08-14,1.43,3.07,high,"Live Ventures. O/S 3,071,656 (10-Q 2025-08-08). D&O group 1,639,129 ex-options (Jon Isaac via Isaac Capital Group). Kingston Diversified 582,817 (18.9%) kept (no board seat, 13G passive). Float=3,071,656-1,639,129=1,432,527.",2026-06-24T18:27:23,O/S declined slightly from 3.08M per new 10-Q; same control structure
SIF,2025-08-14,4.43,6.17,high,DEF14A 2024-12-24/10-K 2024-12-24,2026-06-24T18:27:23,O/S 6.17M (Dec 3 2024 10-K cover; FY Sep 30; no dilution through Aug 14); D&O group ex-options 1.74M (28.27%); no outside 5%+ holders; float=4.43M
SIGA,2025-08-07,45.99,71.54,high,DEF14A 2025-04-28/10-Q 2025-08-05,2026-06-24T18:27:23,"O/S 71.54M (10-Q Q2 2025); MacAndrews 24.16M excl (13D, Perelman control, 33.8%); D&O group ex-options 1.39M; Lewis 5.27M kept (13G passive); BlackRock 4.02M kept; float=45.99M"
LSF,2025-08-13,9.28,10.66,high,"Laird Superfood. O/S 10,664,523 as of Aug 4 (10-Q 2025-08-06 cover). D&O group ex-options 1,379,762. Danone Manifesto 857,194 (8.0%) kept as passive 13G. Float=10,664,523-1,379,762=9,284,761.",2026-06-24T18:27:23,"Proxy dated May 15 based on 10,569,831; current O/S confirmed from 10-Q cover 10,664,523"
SKYT,2025-08-07,30.42,48.18,high,DEF14A 2025-04-08/10-Q 2025-08-07,2026-06-24T18:27:23,"O/S 48.18M (10-Q Q2 June 29 2025, 48,176 thousands); D&O group ex-options/RSUs 17.76M (Unterseher+CMI Oxbow dir/control 34.1%, excluded; group 18.44M minus 0.68M options/RSUs); DDK 3.91M kept (13G passive); float=30.42M"
LTBR,2025-08-12,22.5,23.5,med,"Lightbridge Corp. Latest O/S 23,548,325 from 424B2 Jun 4 2025 (no Q2 10-Q before Aug 12). ATM shelf active (S-3 May 23, 424B2 Jun 5). D&O group ex-options 983,980. AK Jensen 1,201,404 (13G passive) kept. Float approx 23,548,325-983,980=22,564,345.",2026-06-24T18:27:23,No Q2 10-Q before as_of; ATM dilution ongoing; O/S may be higher by Aug 12. Prior entry 22.0M (2025-05-23)
SMHI,2025-08-07,22.58,26.98,high,DEF14A 2025-04-23/10-Q 2025-07-30,2026-06-24T18:27:23,"O/S 26.98M (Jul 25 10-Q cover); D&O group ex-options ~4.40M (16.4% group, minus ~0.12M options); no >20% holder; Chernett 1.37M kept (13G); Carlyle shares repurchased Apr 2025 (no longer holder); float=22.58M"
SNDX,2025-08-05,84.98,86.06,high,DEF14A 2025-04-01/10-Q 2025-08-04,2026-06-24T18:27:23,"O/S 86.06M (10-Q Q2 2025); D&O group real shares ~1.08M (ex-options 2.42M; group 3.69M total); all 5%+ (BlackRock 8.79M, Kynam 8.52M, GS 5.95M, MS 5.36M, Vanguard 4.34M) kept (13G passive); float=84.98M"
SPAI,2025-08-21,7.11,15.37,high,DEF14A 2025-04-30 acc:0001641172-25-007824; 10-Q 2025-08-14 acc:0001641172-25-024078,2026-06-24T18:27:23,"O/S 15,374,685 from 10-Q; D&O ex-options 8,262,812 (8,322,812 group - 60,000 options); float=15,374,685-8,262,812=7,111,873"
LZ,2025-08-08,169.3,180.25,high,"LegalZoom. O/S 180,249,374 as of Jul 31 2025 (10-Q 2025-08-07). D&O group 10,954,026 (5.9%). Francisco Partners 28,625,744 (15.8%, 13G passive), TCV 16,396,313 (9%, 13G), Vanguard 10.7%, BlackRock 5.6% all kept. Float=180,249,374-10,954,026=169,295,348.",2026-06-24T18:27:23,All major holders are passive 13G/index; no non-passive >20% holders
SPAI,2025-08-25,7.11,15.37,high,carried from 2025-08-21; 8-K 2025-08-22 no O/S change,2026-06-24T18:27:23,carried from 2025-08-21; no intervening O/S change
SPAI,2025-08-05,7.11,15.37,high,DEF14A 2025-04-30/10-Q 2025-05-15,2026-06-24T18:27:23,"O/S 15.37M (June 30 2025 balance sheet from Q2 10-Q Aug 14; 15,374,685 shares); D&O group real shares 8.26M (54.8% group minus 60K options; Erdberg 5.74M founder CEO incl.); float=7.11M"
MATV,2025-08-07,54.15,54.67,high,"Mativ Holdings. O/S 54,672,519 (10-Q 2025-08-07). D&O group ex-options 525,223 (0.96%). BlackRock 18.45%, Vanguard 9.75%, Allspring 7.58%, Rubric 7.34%, Boundary Creek 7.0% all passive 13G. Float=54,672,519-525,223=54,147,296.",2026-06-24T18:27:23,No non-passive >20% holders; clean institutional ownership
STOK,2025-08-13,52.16,54.72,high,DEF14A 2025-04-22 acc:0001193125-25-089188; 10-Q 2025-08-12 acc:0000950170-25-107332,2026-06-24T18:27:23,"O/S 54,723,455 from 10-Q; D&O ex-options 2,562,499 (fn22: 2,562,499 actual + 2,890,989 options); Skorpios 13D 6.9M kept (12.6%, <20%); float=54,723,455-2,562,499=52,160,956"
THAR,2025-08-21,4.21,4.22,med,DEF14A 2025-04-30 acc:0001641172-25-007824; 10-Q 2025-08-14 acc:0001641172-25-023745,2026-06-24T18:27:23,"O/S 4,220,920 from 10-Q (doubled from 2.21M via S-3+424B5); D&O ex-options 14,137 actual shares (group 221,472 - 207,335 options); float=4,220,920-14,137=4,206,783"
SPAI,2025-08-20,7.91,16.17,med,DEF14A 2025-04-30/10-Q 2025-08-14,2026-06-24T18:27:23,"O/S 16.17M (Aug 15 10-Q cover, 16,168,352; proximate for Aug 20); D&O group real shares ~8.26M (proxy table; no new equity event between Aug 5-20 per filings); float=7.91M; med conf: O/S dated Aug 15 extrapolated to Aug 20"
MBI,2025-08-05,43.3,50.37,high,"MBIA Inc. O/S 50,370,625 (10-Q 2025-05-08 balance sheet; proxy Mar 12 same). D&O group 7,073,843 (10.35%) no options in group. BlackRock 13F-NT, Wolf Hill 2,880,522 (13G/A) all passive. Float=50,370,625-7,073,843=43,296,782.",2026-06-24T18:27:23,10-Q filed May 8 for Q1; no new O/S-changing events between May 8 and Aug 5 per filings index
THAR,2025-08-25,4.21,4.22,med,carried from 2025-08-21; Form 3 filings 2025-08-22 no O/S change,2026-06-24T18:27:23,carried from 2025-08-21; no intervening O/S change (Form 3 only)
MTEX,2025-08-08,1.24,1.88,high,carried from 2025-07-29; no intervening O/S change,2026-06-24T18:27:23,no new O/S-relevant filings between 2025-07-29 and 2025-08-08
TLS,2025-08-12,61.51,72.44,high,DEF14A 2025-03-28 acc:0001140361-25-010966; 10-Q 2025-08-11 acc:0000320121-25-000039,2026-06-24T18:27:23,"O/S 72,441,668 from 10-Q; D&O ex-options 10,928,438 (11,190,438 group - 262,000 options fn-O); JRP/GlobalX/BlackRock all 13G passive kept; float=72,441,668-10,928,438=61,513,230"
